timestamp,agent_id,method,state,pos_x,pos_y,pos_z,current_node,next_node,route
17:40:49.601,7,random,searching,1.06,0.0,1.06,0,14,random
17:40:51.385,7,random,searching,20.27,0.0,19.78,14,27,random
17:40:52.098,7,random,searching,19.9,0.0,40.0,27,13,random
17:40:52.778,7,random,searching,-0.36,0.0,19.53,13,14,random
17:40:54.000,7,random,searching,20.42,0.0,20.86,14,0,random
17:40:54.782,7,random,searching,-0.26,0.0,-0.51,0,1,random
17:40:55.256,7,random,searching,20.74,0.0,0.02,1,0,random
17:40:55.731,7,random,searching,-0.26,0.0,-0.0,0,1,random
17:40:56.208,7,random,searching,20.74,0.0,0.0,1,0,random
17:40:56.682,7,random,searching,-0.11,0.0,0.01,0,13,random
17:40:57.122,7,random,searching,-0.0,0.0,19.51,13,26,random
17:40:57.599,7,random,searching,0.0,0.0,40.51,26,27,random
17:40:58.109,7,random,searching,19.64,0.0,39.82,27,13,random
17:40:59.740,7,random,searching,-0.0,0.0,20.09,13,0,random
17:41:00.216,7,random,searching,0.0,0.0,-0.91,0,1,random
17:41:00.688,7,random,searching,20.98,0.0,0.04,1,13,random
17:41:01.334,7,random,searching,0.33,0.0,19.69,13,1,random
17:41:01.978,7,random,searching,20.47,0.0,-0.47,1,2,random
17:41:02.520,7,random,searching,39.93,0.0,-0.04,2,1,random
17:41:02.962,7,random,searching,20.43,0.0,-0.0,1,14,random
17:41:03.435,7,random,searching,20.14,0.0,20.37,14,27,random
17:41:03.877,7,random,searching,20.0,0.0,39.87,27,13,random
17:41:04.522,7,random,searching,0.21,0.0,20.25,13,27,random
17:41:05.168,7,random,searching,20.38,0.0,40.38,27,14,random
17:41:05.712,7,random,searching,22.61,0.0,20.54,14,27,random
